Tender Title,Description,Location,Opening Date,Closing Date,Tender Amount,Tender Link
Cms Government Hospital Tender,e-Tender/2/2020-21/ - Service Procurement For Catering (canteen)/mess.,"Rudraprayag, Uttarakhand",12 Apr 2021,10 May 2021,Refer Documents,https://bidassist.com/all-tenders/cms-government-hospital/detail-2ad9aa97-a3d8-4bf9-9544-3b802b8e9d43?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Ministry Of Electronics And Information Technology - MEITY Tender,6(12)/2021-MMG - Tender For Running Mess/canteen At C-dac Mohali,"Mohali, Punjab",13 Apr 2021,04 May 2021,Refer Documents,https://bidassist.com/all-tenders/ministry-of-electronics-and-information-technology/detail-3c557bbd-0113-4f23-accf-5f39aed797ee?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Maharashtra State Road Transport Corporation - MSRTC Tender,E TENDER NO-16 (2021) - Commercial Establishment Of Canteen At Shirol Bus Stand,"Kolhapur, Maharashtra",08 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/maharashtra-state-road-transport-corporation/detail-5d40d482-6ccd-4406-b211-d2b96201bd66?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Maharashtra State Road Transport Corporation - MSRTC Tender,E TENDER NO-18 (2021) - Commercial Establishment Of Canteen At Radhanagari Bus Stand,"Kolhapur, Maharashtra",08 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/maharashtra-state-road-transport-corporation/detail-95383afd-bbd9-4c7d-92f6-659448289271?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department Of Health And Medical Education Tender,DISM-14 of 2021 - Canteen Services In Govt. Ayurvedic Hospital Indira Chowk Jammu,"Jammu, Jammu & Kashmir",26 Mar 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/department-of-health-and-medical-education/detail-e4264c85-ec9d-4bee-80ac-e4649a60906d?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Cement Corporation Of India Limited - CCI Tender,TDO/HR/02/02/CANTEEN/2020-21/01-01 - Tender For Running Of Industrial Canteen At Cci Tandur,"K.V.Rangareddy, Telangana",19 Apr 2021,11 May 2021,Refer Documents,https://bidassist.com/all-tenders/cement-corporation-of-india-limited/detail-ca95ef2e-0037-42f4-ae5d-52c80eecaced?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Ministry Of Heavy Industries And Public Enterprises Tender,GEM/2021/B/1190721 - Custom Bid For Services - Rate Contract For Industrial Canteen,"K.V.Rangareddy, Telangana",26 Apr 2021,11 May 2021,₹ 46.5 Lac,https://bidassist.com/all-tenders/ministry-of-heavy-industries-and-public-enterprises/detail-06b8e614-184e-4f00-84d4-b478c7d45cdf?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department Of Health And Medical Education Tender,e-NIT 18 GMCA of 2021 - Tender For Hospital Canteen E-nit 18 Gmca Of 2021,"Anantnag, Jammu & Kashmir",23 Mar 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/department-of-health-and-medical-education/detail-0bce2efa-a5eb-4750-9b54-f238e67064e1?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Cement Corporation Of India Limited - CCI Tender,TDO/HR/02/CANTEEN/2020-21/ - Tender For Running Of Industrial Canteen At Cci Tandur.,"K.V.Rangareddy, Telangana",19 Apr 2021,11 May 2021,₹ 46.5 Lac,https://bidassist.com/all-tenders/cement-corporation-of-india-limited/detail-b313c76b-3f36-4b81-a7a0-b656de0495bd?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate General Of Training - DGT Tender,HostelMessTender/NSTIJPR/2021 - Providing Mess For Women Hostel And Canteen For The Institute,"Jaipur, Rajasthan",20 Apr 2021,06 May 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-general-of-training/detail-6ceb65f5-fd2f-41a3-9cd0-24ff8ad48181?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Ministry Of Petroleum And Natural Gas Tender,GEM/2021/B/1135573 - Custom Bid For Services - Hiring Of Canteen And Housekeeping Services,"East Godavari, Andhra Pradesh",22 Mar 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/ministry-of-petroleum-and-natural-gas/detail-a6fce58b-3d78-4bfc-81db-53c232bd9ae6?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Cement Corporation Of India Limited - CCI Tender,1300 - Tender For Running Of Industrial Canteen At Cci Tandur,"K.V.Rangareddy, Telangana",11 May 2021,11 May 2021,Refer Documents,https://bidassist.com/all-tenders/cement-corporation-of-india-limited/detail-c58a908e-183e-4a0b-a8db-518206f0037c?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Gangotri Nagar Panchayat Tender,1565/21-CANTEEN/DORMITORY NIVIDA/2021-22 - Rent For Canteen And Dormitory Nagar Panchayat Gangotri,"Uttarkashi, Uttarakhand",10 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/gangotri-nagar-panchayat/detail-37ff6dee-c958-43e2-9503-dabc28499b31?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Indian Oil Corporation Limited - IOCL Tender,"GPNI/ADMIN/CANT/LT/04/21 - Providing Canteen Services At Iocl Lpg Bottling Plant At Gopanari, Assam For Four Months (june To Sept 2021)","Tinsukia, Assam",23 Apr 2021,01 May 2021,Refer Documents,https://bidassist.com/all-tenders/indian-oil-corporation-limited/detail-af96d91f-12b8-475d-afc2-a98ef3040bb5?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Bharat Heavy Electricals Limited - BHEL Tender,BHEL HRM CANT WASTE FOOD TENDER 2021-23 dt 240421 - Tender Enquiry For Collection And Disposal Of Waste Food From Bhel Canteens For The Period Of Two Years,"Tiruchirappalli, Tamil Nadu",24 Apr 2021,17 May 2021,₹ 3.2 Lac,https://bidassist.com/all-tenders/bharat-heavy-electricals-limited/detail-5b680148-1fa6-481a-a6e4-f40bd0f68dc1?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Bharat Heavy Electricals Limited - BHEL Tender,Ref: BHEL:HRM:CANT:WASTE FOOD: TENDER:2021-23 dt 24/04/2021 - Collection And Disposal Of Waste Food From Bhel Canteens For The Period Of Two Years,"Tiruchirappalli, Tamil Nadu",24 Apr 2021,17 May 2021,NA,https://bidassist.com/all-tenders/bharat-heavy-electricals-limited/detail-a1dcfe6e-6d4d-4c49-be84-143f00083653?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department Of Health And Medical Education Tender,DISM-14 of 2021 - Canteen Services In Govt. Ayurvedic Medical College And Associated Hospital Akhnoor,"Jammu, Jammu & Kashmir",26 Mar 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/department-of-health-and-medical-education/detail-fc21f2a4-2916-468a-99de-d4b7b902d65f?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department Of Agricultural Research And Education - DARE Tender,67 17 2021 - Notice Inviting E Tender For Running Of Canteen Services At Iiwbr Karnal,"Karnal, Haryana",15 Apr 2021,10 May 2021,Refer Documents,https://bidassist.com/all-tenders/department-of-agricultural-research-and-education/detail-abc46a88-b4a2-40d5-b8c2-b2c39f50aabb?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Airports Authority Of India - AAI Tender,"AAI/SXR/HR/STAFF CANTEEN/2020 - For Operating Staff Canteen Services At Srinagar Airport, Srinagar","Budgam, Jammu & Kashmir",26 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/airports-authority-of-india/detail-5c250bde-fa2a-443f-af48-0fc67802e260?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department Of Animal Husbandry Dairying And Fisheries - DADF Tender,"1091/2021-22/GWAILOR - Supply Of Food Grain And Gram For Food Of Animal Goat
","Gwalior, Madhya Pradesh",01 Apr 2021,12 May 2021,Refer Documents,https://bidassist.com/all-tenders/department-of-animal-husbandry-dairying-and-fisheries/detail-12adee13-266e-454b-beec-ff0a3ac87b21?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Public Works Department - PWD Tender,No 116/e-tendering/DGM/Leh of 2021-22 Dt. 10-04-21 - Construction Of Lavatory Block (boys And Girls) And Canteen Blocks At Gdc Nubra.,"Srinagar, Jammu & Kashmir",12 Apr 2021,12 May 2021,₹ 50 Lac,https://bidassist.com/all-tenders/public-works-department/detail-d3a0dbde-deb5-4134-b0cc-4c23882cf581?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Odisha Power Transmission Corporation Limited - OPTCL Tender,"OPTCL-CVL-SE-E-01OF 2021-22 - Renovation Of Canteen Building Inside The Ms Building Premises Of Optcl, Bhubaneswar","Khordha, Odisha",23 Apr 2021,07 May 2021,Refer Documents,https://bidassist.com/all-tenders/odisha-power-transmission-corporation-limited/detail-f0f717eb-a922-4118-ba0b-a31af14045f2?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Indian Institute Of Management - IIM Tender,"Iims/pur/canteen service/01/2021-22 - Tender For Providing Canteen Services at IIM Sirmaur temporary campus.
","Sirmaur, Himachal Pradesh",08 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/indian-institute-of-management/detail-36fa2204-d886-47c5-9b5e-db74fb587f13?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Bharat Electronics Limited - BEL Tender,"421/HR/CANTEEN/2020-21 - Running Of Industrial Canteen At Factory Of Bharat Electronics Limited, Machilipatnam","Krishna, Andhra Pradesh",12 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/bharat-electronics-limited/detail-1b70890d-3a3e-4a8f-bf56-dbeaa7a09408?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Gujarat State Road Transport Corporation - GSRTC Tender,"JAM/VJKH/14/2001 - Tender for Running Of Canteen Service And Vehicle Parking Space And Other Stall
","Jamnagar, Gujarat",07 Apr 2021,28 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/gujarat-state-road-transport-corporation/detail-b9794014-bfc1-4db6-93dd-8e708591aa74?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Municipal Administration - DMA Tender,"dudc/tech/indira canteen/cr/01/2021-22 - Providing Catering Services For Indira Canteen At Anekal Tmc, Bangalore Urban District","Bengaluru, Karnataka",20 Apr 2021,24 May 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-of-municipal-administration/detail-d557236b-87ca-4538-ac18-664fecaef5b6?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Chhattisgarh State Power Generation Company Limited - CSPGCL Tender,"005-7800/SEC-I/ABVTPS/2021/T-32 - Various urgent R&M works inside and outside of canteen building of 2x500MW, ABVTPS CSPGCL Marwa.","Janjgir-champa, Chhattisgarh",27 Mar 2021,12 May 2021,₹ 2.5 Lac,https://bidassist.com/all-tenders/chhattisgarh-state-power-generation-company-limited/detail-207ff76c-b196-4722-9608-73a6f0a5b251?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Gail India Limited - GAIL Tender,"W2K2077(GEM/2021/B/1157125) - Custom Bid For Services For Catering Services Of Canteen At Gail, Gandhar Through Gem Portal (gem/garpts/19032021/xlc7hi3dgnud)","Bharuch, Gujarat",09 Apr 2021,28 Apr 2021,₹ 73.9 Lac,https://bidassist.com/all-tenders/gail-india-limited/detail-6f99c93c-194c-4806-95a3-b9a86a0dc606?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Bharat Heavy Electricals Limited - BHEL Tender, BHEL HRM CANT EOI 2020  - Expression Of Interest For Supply Of Raw Materials For Bhel Canteens For Food Preparation. Expression Of Interest For Inclusion Of Vendor In Pmd,"Tiruchirappalli, Tamil Nadu",12 Aug 2020,09 Aug 2021,NA,https://bidassist.com/all-tenders/bharat-heavy-electricals-limited/detail-e0660503-0104-4a15-9a5a-40e874c4d4fa?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Madhya Pradesh Jail Tender,424/BANDA/FOOD/DATE 10-04-2021 - Food,"Sagar, Madhya Pradesh",13 Apr 2021,05 May 2021,Refer Documents,https://bidassist.com/all-tenders/madhya-pradesh-jail/detail-d7acb0c5-1c75-49b3-a839-063b5201c544?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate General Of Medical Education And Training - DGME Tender,HRS/2020-21/6716 - Food Item,"Kanpur, Uttar Pradesh",25 Mar 2021,30 Jun 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-general-of-medical-education-and-training/detail-3ca50a86-0137-4670-97e5-85583e38def2?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate Of Health Services - DHS Tender,992/8/4/21 - E Tender For Food,"Jabalpur, Madhya Pradesh",26 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-of-health-services/detail-927296b2-e40b-4d0d-94ac-66b5d0c60019?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Board Of Revenue - BoR Tender,2993/Adpa/23-04-2021 - Food Packet,"Azamgarh, Uttar Pradesh",24 Apr 2021,30 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/board-of-revenue/detail-9901da6c-6779-4781-bc7e-f9fe2603df8b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Department Of Health And Medical Education Tender,CMOA/Yatra/2021-22/02 - Food Items,"Anantnag, Jammu & Kashmir",23 Apr 2021,03 May 2021,Refer Documents,https://bidassist.com/all-tenders/department-of-health-and-medical-education/detail-b6b02c22-688d-49e7-abf7-7d66b49ff3ab?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate General Of Health Services - DGHS Tender,PS/04/Canteen contract/2021-2022 - Provinding Canteen Services For The Staff Of This Office,"Mumbai, Maharashtra",23 Apr 2021,25 May 2021,Refer Documents,https://bidassist.com/all-tenders/directorate-general-of-health-services/detail-4f5ef1e9-2a9b-421b-a897-23e5c180b0fa?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Collector Office Tender,"PR 245891(21-22).D - Supply Of Vermin-Compost, Karanj/Neem Oil Cake, Biflex Tc Of Equivalent, Trichoderma Xp, Dolomite, Bone Meal/Ssp, Fipronil, Azadirechtin 3000 Ppm, Chlorothalonil 75%Wp, Fungicides, Lambda-Cyhalothrin5%Ec, Micronutrient, Chemical Fertilizer And Polythene For Jalkund 250 Micron Uv Resistant
","Palamau, Jharkhand",22 Apr 2021,12 May 2021,Refer Documents,https://bidassist.com/all-tenders/collector-office/detail-646a8a9a-ecc0-4aa7-a628-e83a53e68d10?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Forest And Wildlife Department - UPDFW Tender,314/CANTEEN - Refer To Pdf Document,"Etawah, Uttar Pradesh",21 Apr 2021,29 Apr 2021,Refer Documents,https://bidassist.com/all-tenders/forest-and-wildlife-department/detail-03a17a44-a2f3-4342-a495-72680afcdfdd?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,ROJ/QC/DAMAGED_STOCK/01/2021 - Lifting Of Damaged Food Grains Available At Various Depots Under Subordinate Divisional Offices Of Rajasthan Region.,"Jaipur, Rajasthan",15 Apr 2021,10 May 2021,Refer Documents,https://bidassist.com/all-tenders/food-corporation-of-india/detail-2cf9e61f-022a-45c0-aec4-69939c6abfcc?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Delhi Development Authority - DDA Tender,33/QGC/DDA/2020-21 (Re-invite) - Running Of Caddy Canteen At Qutab Golf Course On Monthly Licence Fee Basis,"Delhi, Delhi",22 Apr 2021,28 Apr 2021,₹ 4.6 K,https://bidassist.com/all-tenders/delhi-development-authority/detail-c4669bc9-8270-400d-9c98-02fe8db5a3ab?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
MInistry Of Health And Family Welfare - MHFW Tender,Covid/Food/DCCC/2021 - Food For Covid Patients,"Udham Singh Nagar, Uttarakhand",21 Apr 2021,30 Apr 2021,₹ 20 Lac,https://bidassist.com/all-tenders/ministry-of-health-and-family-welfare/detail-b5be59ef-9b45-4a0c-b9ee-228544744ba9?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Directorate General Of Health Services - DGHS Tender,CMO/NHM/COVID-19/2021-22/280 - Food Service,"Hamirpur, Uttar Pradesh",22 Apr 2021,29 Apr 2021,₹ 30 Lac,https://bidassist.com/all-tenders/directorate-general-of-health-services/detail-eb043485-696c-4d68-b0db-d78c17ff0127?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-43b0f764-91c5-4462-bc76-260f191f7cc3?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-efcda810-368f-47dd-8fde-6a35ea5507a5?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-4e6bdc1e-253f-46b4-bd36-52adfbafce88?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-c1c08d76-bd29-49a9-b697-0ea1ff817a30?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-0ae3353d-b783-4f58-bf8a-f1e7383b155b?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-a6713d5e-f6a4-4b00-b4cc-e9b6d4489f4e?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-5bfecb40-5e1d-44e5-ba92-173f17c41f79?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-0e2105d6-8529-4f48-958c-4d89539838e2?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-15b08227-c03a-4a40-bdab-eb8e174dd129?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
Food Corporation Of India - FCI Tender,FCI/DO/RTK/CONT/RTCJIND/2021 - Transportation Of Food Grain And Allied Materials,"Jind, Haryana",24 Apr 2021,03 May 2021,₹ 5 Lac,https://bidassist.com/all-tenders/food-corporation-of-india/detail-ce365924-6bb0-4cfe-a553-914920bd6b48?keywords=cafeteria%2Cfood%2Ccanteen%2Cmicronutrient%2Cmid-day%20meal
